Ridge,Lasso,RandomForest,XGBoost,LightGBM
0.13263728577964692,0.19070180038663304,0.11544900032951091,0.11882231001041228,0.11273472748939778
0.12863577208186688,0.17897166973024323,0.14375730584692858,0.14486997554586306,0.13132599085706184
0.12719640121633455,0.17098694085462404,0.1375618560690043,0.1369892749013491,0.12467025080455527
0.1277092847415605,0.1660096987961312,0.12902819821799924,0.12630038077139927,0.11978252615397354
0.2278405930097797,0.30376713581999526,0.18962484784439673,0.190570780927583,0.1768397718020284
